Pizza Offers
2 Pizzas at ₹99 each
2 Pizzas at ₹139 each
2 Pizzas at ₹179 each
2 Pizzas at ₹219 each
2 Pizzas at ₹199 each
2 Pizzas at ₹249 each
2 Pizzas at ₹299 each
2 Pizzas at ₹399 each
